,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
29,0.1,5.5,0.4,6.3,58.4,4.9,247.0,395.6,8.1,23.4,0
30,0.0,3.8,0.4,6.4,62.1,5.1,270.0,396.9,6.3,26.1,0
31,0.1,7.1,0.5,6.1,70.6,5.5,311.0,395.6,12.1,22.4,0
32,0.2,6.9,0.4,6.2,39.1,5.7,233.0,394.5,9.5,21.9,0
33,0.0,4.9,0.4,6.6,72.2,5.4,281.0,395.6,7.5,24.5,0
34,0.1,5.1,0.5,6.8,43.4,8.0,284.0,395.6,9.8,25.1,0
35,0.2,7.9,0.5,6.4,94.3,6.3,311.0,392.5,20.6,15.3,0
36,0.1,6.9,0.4,6.1,40.0,5.7,233.0,389.4,9.8,21.4,0
37,0.0,3.4,0.4,6.3,17.8,6.6,337.0,396.9,4.9,23.7,0
38,0.1,7.9,0.5,6.0,66.6,5.6,311.0,395.6,12.5,23.1,0
39,0.2,6.9,0.4,6.2,6.5,5.7,233.0,394.5,7.6,24.9,0
40,0.1,6.9,0.4,6.1,56.1,4.4,247.0,392.3,6.7,26.8,0
41,0.0,7.1,0.5,7.2,61.1,5.0,242.0,392.8,4.2,35.1,0
42,0.1,4.5,0.4,6.6,70.4,5.4,281.0,395.6,7.4,24.1,0
43,0.2,10.8,0.4,6.0,17.5,5.3,305.0,376.9,10.1,21.9,0
44,0.1,4.5,0.4,6.1,56.8,3.7,247.0,395.2,8.5,22.4,0
45,0.8,8.1,0.5,5.6,85.7,4.5,307.0,303.4,16.7,14.1,0
46,0.1,7.9,0.5,6.0,82.9,6.2,311.0,396.9,13.5,19.1,0
47,0.1,2.9,0.4,8.1,76.0,3.5,276.0,396.9,4.4,39.1,0
48,0.2,6.9,0.4,6.2,6.5,5.7,233.0,394.5,7.7,25.1,0
49,0.1,6.9,0.4,6.1,40.0,5.7,233.0,389.4,9.9,21.5,0
50,0.0,3.4,0.4,6.3,17.8,6.6,337.0,396.9,5.0,23.9,0
51,0.1,7.9,0.5,6.0,66.6,5.6,311.0,395.6,12.6,23.3,0
50,0.09378,7.87,0.524,5.889,39.0,5.4509,311.0,390.5,15.71,21.7,1
51,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
52,0.21977,6.91,0.448,5.602,62.0,6.0877,233.0,396.9,16.2,19.4,1
53,0.03359,2.95,0.428,7.024,15.8,5.4011,252.0,395.62,1.98,34.9,1
54,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
55,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
56,1.23247,8.14,0.538,6.142,91.7,3.9769,307.0,396.9,18.72,15.2,1
57,0.22927,6.91,0.448,6.03,85.5,5.6894,233.0,392.74,18.8,16.6,1
58,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
59,0.13554,6.07,0.409,5.594,36.8,6.498,345.0,396.9,13.09,17.4,1
60,0.06905,2.18,0.458,7.147,54.2,6.0622,222.0,396.9,5.33,36.2,1
61,0.11027,5.13,0.453,6.456,67.8,7.2255,284.0,396.9,6.73,22.2,1
62,0.7842,8.14,0.538,5.99,81.7,4.2579,307.0,386.75,14.67,17.5,1
63,0.67191,8.14,0.538,5.813,90.3,4.682,307.0,376.88,14.81,16.6,1
64,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
65,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
66,0.14932,5.13,0.453,5.741,66.2,7.2254,284.0,395.11,13.15,18.7,1
67,0.03237,2.18,0.458,6.998,45.8,6.0622,222.0,394.63,2.94,33.4,1
68,0.98843,8.14,0.538,5.813,100.0,4.0952,307.0,394.54,19.88,14.5,1
69,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
70,0.02985,2.18,0.458,6.43,58.7,6.0622,222.0,394.12,5.21,28.7,1
71,0.05789,6.07,0.409,5.878,21.4,6.498,345.0,396.21,8.1,22.0,1
72,0.02731,7.07,0.469,6.421,78.9,4.9671,242.0,396.9,9.14,21.6,1
73,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
74,0.75026,8.14,0.538,5.924,94.1,4.3996,307.0,394.33,16.3,15.6,1
75,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
76,0.17004,7.87,0.524,6.004,85.9,6.5921,311.0,386.71,17.1,18.9,1
77,0.18836,6.91,0.448,5.786,33.3,5.1004,233.0,396.9,14.15,20.0,1
78,0.1265,5.13,0.453,6.762,43.4,7.9809,284.0,395.58,9.5,25.0,1
79,0.03932,3.41,0.489,6.405,73.9,3.0921,270.0,393.55,8.2,22.0,1
80,0.05059,4.49,0.449,6.389,48.0,4.7794,247.0,396.9,9.62,23.9,1
81,0.09164,10.81,0.413,6.065,7.8,5.2873,305.0,390.91,5.52,22.8,1
82,0.06417,5.96,0.499,5.933,68.2,3.3603,279.0,396.9,9.68,18.9,1
83,0.07896,12.83,0.437,6.273,6.0,4.2515,398.0,394.92,6.78,24.1,1
84,1.25179,8.14,0.538,5.57,98.1,3.7979,307.0,376.57,21.02,13.6,1
85,0.11747,7.87,0.524,6.009,82.9,6.2267,311.0,396.9,13.27,18.9,1
86,0.12083,2.89,0.445,8.069,76.0,3.4952,276.0,396.9,4.21,38.7,1
87,0.15936,6.91,0.448,6.211,6.5,5.7209,233.0,394.46,7.44,24.7,1
88,0.12269,6.91,0.448,6.069,40.0,5.7209,233.0,389.39,9.55,21.2,1
89,0.22489,7.87,0.524,6.377,94.3,6.3467,311.0,392.52,20.45,15.0,1
90,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
91,0.21124,7.87,0.524,5.631,100.0,6.0821,311.0,386.63,29.93,16.5,1
92,0.03584,3.37,0.398,6.29,17.8,6.6115,337.0,396.9,4.67,23.5,1
93,0.08829,7.87,0.524,6.012,66.6,5.5605,311.0,395.6,12.43,22.9,1
94,0.05735,4.49,0.449,6.63,56.1,4.4377,247.0,392.3,6.53,26.6,1
95,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
96,0.04462,4.86,0.426,6.619,70.4,5.4007,281.0,395.63,7.22,23.9,1
97,0.15876,10.81,0.413,5.961,17.5,5.2873,305.0,376.94,9.88,21.7,1
98,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
99,0.84054,8.14,0.538,5.599,85.7,4.4546,307.0,303.42,16.51,13.9,1
