,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
41,0.19,7.5,0.5,6.05,82.9,4.55,313.0,393.9,16.1,15.7,0
42,0.05,4.1,0.41,6.45,53.4,7.15,253.0,396.9,8.1,24.6,0
43,0.14,6.5,0.47,6.15,74.2,5.7,301.0,395.5,14.2,18.9,0
44,0.02,3.2,0.39,6.6,48.5,7.85,239.0,396.9,7.1,25.9,0
45,0.21,8.2,0.51,6.0,86.3,4.45,323.0,389.4,17.9,14.7,0
46,0.1,5.8,0.44,6.25,62.5,6.2,286.0,396.9,11.5,21.1,0
47,0.08,5.1,0.43,6.35,59.4,6.55,273.0,396.9,10.3,22.5,0
48,0.16,7.0,0.48,6.1,78.5,5.4,305.0,395.2,14.9,18.3,0
49,0.04,3.9,0.4,6.5,51.2,7.65,249.0,396.9,7.6,25.2,0
50,0.23,8.5,0.52,5.95,89.2,4.35,329.0,388.2,19.4,13.7,0
50,0.00632,2.31,0.538,6.575,65.2,4.09,296.0,396.9,4.98,24.0,1
51,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
52,0.04462,4.86,0.426,6.619,70.4,5.4007,281.0,395.63,7.22,23.9,1
53,0.1265,5.13,0.453,6.762,43.4,7.9809,284.0,395.58,9.5,25.0,1
54,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
55,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
56,0.04379,3.37,0.398,5.787,31.1,6.6115,337.0,396.9,10.24,19.4,1
57,0.05735,4.49,0.449,6.63,56.1,4.4377,247.0,392.3,6.53,26.6,1
58,0.77299,8.14,0.538,6.495,94.4,4.4547,307.0,387.94,12.8,18.4,1
59,1.05393,8.14,0.538,5.935,29.3,4.4986,307.0,386.85,6.58,23.1,1
60,0.04294,15.04,0.464,6.249,77.3,3.615,270.0,396.9,10.59,20.6,1
61,0.62976,8.14,0.538,5.949,61.8,4.7075,307.0,396.9,8.26,20.4,1
62,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
63,0.02731,7.07,0.469,6.421,78.9,4.9671,242.0,396.9,9.14,21.6,1
64,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
65,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
66,0.22927,6.91,0.448,6.03,85.5,5.6894,233.0,392.74,18.8,16.6,1
67,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
68,0.06905,2.18,0.458,7.147,54.2,6.0622,222.0,396.9,5.33,36.2,1
69,1.15172,8.14,0.538,5.701,95.0,3.7872,307.0,358.77,18.35,13.1,1
70,0.12269,6.91,0.448,6.069,40.0,5.7209,233.0,389.39,9.55,21.2,1
71,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
72,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
73,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
74,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
75,0.02055,0.74,0.41,6.383,35.7,9.1876,313.0,396.9,5.77,24.7,1
76,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
77,0.08829,7.87,0.524,6.012,66.6,5.5605,311.0,395.6,12.43,22.9,1
78,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
79,0.02875,15.04,0.464,6.211,28.9,3.6659,270.0,396.33,6.21,25.0,1
80,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
81,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
82,0.75026,8.14,0.538,5.924,94.1,4.3996,307.0,394.33,16.3,15.6,1
83,0.06417,5.96,0.499,5.933,68.2,3.3603,279.0,396.9,9.68,18.9,1
84,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
85,0.14932,5.13,0.453,5.741,66.2,7.2254,284.0,395.11,13.15,18.7,1
86,0.19539,10.81,0.413,6.245,6.2,5.2873,305.0,377.17,7.54,23.4,1
87,0.0136,4.0,0.41,5.888,47.6,7.3197,469.0,396.9,14.8,18.9,1
88,0.09164,10.81,0.413,6.065,7.8,5.2873,305.0,390.91,5.52,22.8,1
89,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
90,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
91,0.11504,2.89,0.445,6.163,69.6,3.4952,276.0,391.83,11.34,21.4,1
92,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
93,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
94,0.01432,1.32,0.411,6.816,40.5,8.3248,256.0,392.9,3.95,31.6,1
95,0.04981,5.64,0.439,5.998,21.4,6.8147,243.0,396.9,8.43,23.4,1
96,0.03551,4.86,0.426,6.167,46.7,5.4007,281.0,390.64,7.51,22.9,1
97,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
98,1.38799,8.14,0.538,5.95,82.0,3.99,307.0,232.6,27.71,13.2,1
99,0.05789,6.07,0.409,5.878,21.4,6.498,345.0,396.21,8.1,22.0,1
