,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
4,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
5,0.0686,2.89,0.445,7.416,62.5,3.4952,276.0,396.9,6.19,33.2,1
6,0.19539,10.81,0.413,6.245,6.2,5.2873,305.0,377.17,7.54,23.4,1
7,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
8,0.85204,8.14,0.538,5.965,89.2,4.0123,307.0,392.53,13.83,19.6,1
9,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
10,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
11,0.22489,7.87,0.524,6.377,94.3,6.3467,311.0,392.52,20.45,15.0,1
12,0.07896,12.83,0.437,6.273,6.0,4.2515,398.0,394.92,6.78,24.1,1
13,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
14,0.04462,4.86,0.426,6.619,70.4,5.4007,281.0,395.63,7.22,23.9,1
15,1.05393,8.14,0.538,5.935,29.3,4.4986,307.0,386.85,6.58,23.1,1
16,0.04981,5.64,0.439,5.998,21.4,6.8147,243.0,396.9,8.43,23.4,1
17,0.06905,2.18,0.458,7.147,54.2,6.0622,222.0,396.9,5.33,36.2,1
18,0.06417,5.96,0.499,5.933,68.2,3.3603,279.0,396.9,9.68,18.9,1
19,0.7258,8.14,0.538,5.727,69.5,3.7965,307.0,390.95,11.28,18.2,1
20,0.01432,1.32,0.411,6.816,40.5,8.3248,256.0,392.9,3.95,31.6,1
21,0.1265,5.13,0.453,6.762,43.4,7.9809,284.0,395.58,9.5,25.0,1
22,1.25179,8.14,0.538,5.57,98.1,3.7979,307.0,376.57,21.02,13.6,1
23,0.08829,7.87,0.524,6.012,66.6,5.5605,311.0,395.6,12.43,22.9,1
24,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
25,0.11747,7.87,0.524,6.009,82.9,6.2267,311.0,396.9,13.27,18.9,1
26,0.03932,3.41,0.489,6.405,73.9,3.0921,270.0,393.55,8.2,22.0,1
27,0.15445,5.13,0.453,6.145,29.2,7.8148,284.0,390.68,6.86,23.3,1
28,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
29,0.00632,2.31,0.538,6.575,65.2,4.09,296.0,396.9,4.98,24.0,1
30,0.63796,8.14,0.538,6.096,84.5,4.4619,307.0,380.02,10.26,18.2,1
31,0.13554,6.07,0.409,5.594,36.8,6.498,345.0,396.9,13.09,17.4,1
32,0.03584,3.37,0.398,6.29,17.8,6.6115,337.0,396.9,4.67,23.5,1
33,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
34,0.05646,12.83,0.437,6.232,53.7,5.0141,398.0,386.4,12.34,21.2,1
35,0.62739,8.14,0.538,5.834,56.5,4.4986,307.0,395.62,8.47,19.9,1
36,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
37,0.0536,5.64,0.439,6.511,21.1,6.8147,243.0,396.9,5.28,25.0,1
38,0.03237,2.18,0.458,6.998,45.8,6.0622,222.0,394.63,2.94,33.4,1
39,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
40,0.12269,6.91,0.448,6.069,40.0,5.7209,233.0,389.39,9.55,21.2,1
41,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
42,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
43,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
44,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
45,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
46,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
47,0.22927,6.91,0.448,6.03,85.5,5.6894,233.0,392.74,18.8,16.6,1
48,0.09512,12.83,0.437,6.286,45.0,4.5026,398.0,383.23,8.94,21.4,1
49,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
50,0.7842,8.14,0.538,5.99,81.7,4.2579,307.0,386.75,14.67,17.5,1
