,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
34,0.9,7.9,0.6,5.9,88.2,4.3,306.0,320.1,15.1,15.4,0
35,0.6,8.3,0.4,5.7,92.1,4.9,308.0,340.5,13.9,17.1,0
36,0.05,7.3,0.45,6.9,3.1,5.9,235.0,388.2,4.5,27.3,0
37,0.02,7.5,0.48,6.6,80.1,5.2,245.0,399.5,9.3,20.9,0
38,0.2,10.3,0.5,6.2,38.5,5.1,420.0,394.5,11.4,21.1,0
39,0.3,7.2,0.6,6.5,42.1,6.2,280.0,393.2,14.7,20.5,0
40,0.18,8.5,0.48,5.8,90.0,6.3,320.0,390.1,28.5,17.1,0
41,0.12,11.2,0.42,6.1,50.0,4.8,410.0,380.5,9.5,20.8,0
42,0.18,11.2,0.38,6.1,18.1,5.5,320.0,380.2,10.3,22.1,0
43,0.22,7.1,0.42,6.3,7.2,5.9,240.0,400.1,8.1,25.3,0
44,0.02,5.6,0.48,6.1,55.2,4.2,310.0,391.5,9.1,23.1,0
45,0.05,4.8,0.42,6.3,45.6,5.1,295.0,394.8,8.5,21.5,0
46,0.5,5.2,0.45,6.5,50.3,5.8,290.0,395.2,8.2,24.1,0
47,1.2,9.3,0.55,5.4,95.6,4.5,315.0,398.1,20.5,13.2,0
48,0.06,4.2,0.38,6.3,58.1,3.9,251.0,394.5,8.1,22.5,0
49,0.08,5.3,0.42,6.7,69.2,7.5,289.0,398.2,6.5,22.8,0
0,0.05789,6.07,0.409,5.878,21.4,6.498,345.0,396.21,8.1,22.0,1
1,0.0536,5.64,0.439,6.511,21.1,6.8147,243.0,396.9,5.28,25.0,1
2,0.14932,5.13,0.453,5.741,66.2,7.2254,284.0,395.11,13.15,18.7,1
3,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
4,0.11504,2.89,0.445,6.163,69.6,3.4952,276.0,391.83,11.34,21.4,1
5,0.00632,2.31,0.538,6.575,65.2,4.09,296.0,396.9,4.98,24.0,1
6,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
7,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
8,0.03584,3.37,0.398,6.29,17.8,6.6115,337.0,396.9,4.67,23.5,1
9,0.10153,12.83,0.437,6.279,74.5,4.0522,398.0,373.66,11.97,20.0,1
10,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
11,0.03237,2.18,0.458,6.998,45.8,6.0622,222.0,394.63,2.94,33.4,1
12,0.02055,0.74,0.41,6.383,35.7,9.1876,313.0,396.9,5.77,24.7,1
13,0.12083,2.89,0.445,8.069,76.0,3.4952,276.0,396.9,4.21,38.7,1
14,0.0686,2.89,0.445,7.416,62.5,3.4952,276.0,396.9,6.19,33.2,1
15,0.05646,12.83,0.437,6.232,53.7,5.0141,398.0,386.4,12.34,21.2,1
16,0.0136,4.0,0.41,5.888,47.6,7.3197,469.0,396.9,14.8,18.9,1
17,1.61282,8.14,0.538,6.096,96.9,3.7598,307.0,248.31,20.34,13.5,1
18,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
19,0.07896,12.83,0.437,6.273,6.0,4.2515,398.0,394.92,6.78,24.1,1
20,0.18836,6.91,0.448,5.786,33.3,5.1004,233.0,396.9,14.15,20.0,1
21,0.11747,7.87,0.524,6.009,82.9,6.2267,311.0,396.9,13.27,18.9,1
22,0.7258,8.14,0.538,5.727,69.5,3.7965,307.0,390.95,11.28,18.2,1
23,0.77299,8.14,0.538,6.495,94.4,4.4547,307.0,387.94,12.8,18.4,1
24,0.19539,10.81,0.413,6.245,6.2,5.2873,305.0,377.17,7.54,23.4,1
25,0.17004,7.87,0.524,6.004,85.9,6.5921,311.0,386.71,17.1,18.9,1
26,0.02763,2.95,0.428,6.595,21.8,5.4011,252.0,395.63,4.32,30.8,1
27,0.03659,4.86,0.426,6.302,32.2,5.4007,281.0,396.9,6.72,24.8,1
28,0.62739,8.14,0.538,5.834,56.5,4.4986,307.0,395.62,8.47,19.9,1
29,0.02985,2.18,0.458,6.43,58.7,6.0622,222.0,394.12,5.21,28.7,1
30,0.05735,4.49,0.449,6.63,56.1,4.4377,247.0,392.3,6.53,26.6,1
31,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
32,0.04981,5.64,0.439,5.998,21.4,6.8147,243.0,396.9,8.43,23.4,1
33,0.63796,8.14,0.538,6.096,84.5,4.4619,307.0,380.02,10.26,18.2,1
34,0.84054,8.14,0.538,5.599,85.7,4.4546,307.0,303.42,16.51,13.9,1
35,0.67191,8.14,0.538,5.813,90.3,4.682,307.0,376.88,14.81,16.6,1
36,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
37,0.02731,7.07,0.469,6.421,78.9,4.9671,242.0,396.9,9.14,21.6,1
38,0.08387,12.83,0.437,5.874,36.6,4.5026,398.0,396.06,9.1,20.3,1
39,0.08873,5.64,0.439,5.963,45.7,6.8147,243.0,395.56,13.45,19.7,1
40,0.21124,7.87,0.524,5.631,100.0,6.0821,311.0,386.63,29.93,16.5,1
41,0.09512,12.83,0.437,6.286,45.0,4.5026,398.0,383.23,8.94,21.4,1
42,0.15876,10.81,0.413,5.961,17.5,5.2873,305.0,376.94,9.88,21.7,1
43,0.15936,6.91,0.448,6.211,6.5,5.7209,233.0,394.46,7.44,24.7,1
44,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
45,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
46,0.03551,4.86,0.426,6.167,46.7,5.4007,281.0,390.64,7.51,22.9,1
47,0.98843,8.14,0.538,5.813,100.0,4.0952,307.0,394.54,19.88,14.5,1
48,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
49,0.11027,5.13,0.453,6.456,67.8,7.2255,284.0,396.9,6.73,22.2,1
50,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
