,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
31,0.5,8.5,0.4,6.2,95.0,5.0,310.0,390.0,14.0,16.2,0
32,0.1,8.1,0.6,5.8,90.0,6.3,320.0,380.0,28.0,17.0,0
33,0.3,7.0,0.5,5.5,40.0,5.5,240.0,390.0,12.0,20.0,0
34,0.1,6.5,0.4,6.3,32.1,7.2,290.0,392.3,7.5,24.1,0
35,0.05,12.0,0.6,6.0,80.2,4.1,280.0,398.5,11.2,21.4,0
36,0.15,7.2,0.48,6.2,38.2,4.1,292.0,384.5,9.5,22.5,0
37,0.18,9.5,0.42,6.5,20.8,5.8,320.0,398.2,10.2,23.1,0
38,0.1,2.5,0.5,6.8,25.1,7.3,229.0,394.5,5.2,32.1,0
39,0.2,5.1,0.3,6.2,85.2,6.5,231.0,398.2,28.5,16.8,0
40,0.5,7.2,0.4,6.2,45.1,4.1,292.0,398.2,9.5,22.1,0
41,0.9,9.5,0.6,5.9,60.3,4.2,315.0,395.5,12.1,19.5,0
42,0.85,8.3,0.48,6.2,91.5,4.2,310.0,390.8,13.2,19.1,0
43,0.82,8.2,0.52,6.8,96.1,4.8,308.0,385.2,12.5,18.8,0
44,0.8,6.5,0.42,6.3,70.2,4.9,280.0,340.8,12.1,18.5,0
45,0.2,4.2,0.38,6.8,40.5,5.8,260.0,420.9,6.5,25.9,0
46,0.08,8.1,0.53,6.1,80.2,6.0,309.0,395.1,12.9,19.3,0
47,0.02,5.3,0.42,6.3,49.1,5.7,287.0,392.3,8.1,23.1,0
48,0.0,5.3,0.45,6.9,40.2,8.5,291.0,398.5,6.2,27.3,0
49,0.0,8.5,0.48,7.5,58.3,5.5,255.0,391.2,3.8,36.2,0
0,0.98843,8.14,0.538,5.813,100.0,4.0952,307.0,394.54,19.88,14.5,1
1,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
2,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
3,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
4,0.02985,2.18,0.458,6.43,58.7,6.0622,222.0,394.12,5.21,28.7,1
5,0.02875,15.04,0.464,6.211,28.9,3.6659,270.0,396.33,6.21,25.0,1
6,0.22927,6.91,0.448,6.03,85.5,5.6894,233.0,392.74,18.8,16.6,1
7,0.14932,5.13,0.453,5.741,66.2,7.2254,284.0,395.11,13.15,18.7,1
8,0.07151,4.49,0.449,6.121,56.8,3.7476,247.0,395.15,8.44,22.2,1
9,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
10,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
11,0.09378,7.87,0.524,5.889,39.0,5.4509,311.0,390.5,15.71,21.7,1
12,0.07896,12.83,0.437,6.273,6.0,4.2515,398.0,394.92,6.78,24.1,1
13,1.61282,8.14,0.538,6.096,96.9,3.7598,307.0,248.31,20.34,13.5,1
14,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
15,0.12083,2.89,0.445,8.069,76.0,3.4952,276.0,396.9,4.21,38.7,1
16,0.0566,3.41,0.489,7.007,86.3,3.4217,270.0,396.9,5.5,23.6,1
17,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
18,0.03932,3.41,0.489,6.405,73.9,3.0921,270.0,393.55,8.2,22.0,1
19,0.03584,3.37,0.398,6.29,17.8,6.6115,337.0,396.9,4.67,23.5,1
20,0.7842,8.14,0.538,5.99,81.7,4.2579,307.0,386.75,14.67,17.5,1
21,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
22,0.05188,4.49,0.449,6.015,45.1,4.4272,247.0,395.99,12.86,22.5,1
23,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
24,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
25,0.05059,4.49,0.449,6.389,48.0,4.7794,247.0,396.9,9.62,23.9,1
26,0.05735,4.49,0.449,6.63,56.1,4.4377,247.0,392.3,6.53,26.6,1
27,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
28,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
29,0.18836,6.91,0.448,5.786,33.3,5.1004,233.0,396.9,14.15,20.0,1
30,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
31,0.17004,7.87,0.524,6.004,85.9,6.5921,311.0,386.71,17.1,18.9,1
32,0.21124,7.87,0.524,5.631,100.0,6.0821,311.0,386.63,29.93,16.5,1
33,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
34,0.15445,5.13,0.453,6.145,29.2,7.8148,284.0,390.68,6.86,23.3,1
35,0.04294,15.04,0.464,6.249,77.3,3.615,270.0,396.9,10.59,20.6,1
36,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
37,0.15876,10.81,0.413,5.961,17.5,5.2873,305.0,376.94,9.88,21.7,1
38,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
39,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
40,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
41,0.7258,8.14,0.538,5.727,69.5,3.7965,307.0,390.95,11.28,18.2,1
42,0.85204,8.14,0.538,5.965,89.2,4.0123,307.0,392.53,13.83,19.6,1
43,0.77299,8.14,0.538,6.495,94.4,4.4547,307.0,387.94,12.8,18.4,1
44,0.95577,8.14,0.538,6.047,88.8,4.4534,307.0,306.38,17.28,14.8,1
45,0.02763,2.95,0.428,6.595,21.8,5.4011,252.0,395.63,4.32,30.8,1
46,0.11747,7.87,0.524,6.009,82.9,6.2267,311.0,396.9,13.27,18.9,1
47,0.03551,4.86,0.426,6.167,46.7,5.4007,281.0,390.64,7.51,22.9,1
48,0.02055,0.74,0.41,6.383,35.7,9.1876,313.0,396.9,5.77,24.7,1
49,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
50,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
