,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
44,0.0,4.9,0.4,6.3,32.4,5.4,281.0,396.9,6.8,24.9,0
45,0.0,3.4,0.5,6.4,66.3,3.1,270.0,392.2,9.0,22.7,0
46,0.8,8.1,0.5,6.5,94.5,4.5,307.0,387.9,13.0,18.5,0
47,0.1,12.8,0.4,5.9,37.0,4.5,398.0,396.1,9.3,20.5,0
48,0.0,3.0,0.4,6.6,22.0,5.4,252.0,395.6,4.5,30.9,0
49,1.6,8.1,0.5,6.1,96.9,3.8,307.0,248.3,20.5,13.7,0
50,0.0,3.4,0.4,5.8,31.4,6.6,337.0,396.9,10.4,19.6,0
51,1.1,8.1,0.5,5.9,29.6,4.5,307.0,386.8,6.8,23.3,0
52,0.1,4.5,0.4,6.0,45.4,4.4,247.0,396.0,13.1,22.7,0
53,0.1,3.4,0.5,7.1,63.4,3.4,270.0,396.1,5.9,28.9,0
54,0.6,8.1,0.5,5.8,56.8,4.5,307.0,395.6,8.7,20.1,0
0,0.01951,1.38,0.4161,7.104,59.5,9.2229,216.0,393.24,8.05,33.0,1
1,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
2,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
3,0.00632,2.31,0.538,6.575,65.2,4.09,296.0,396.9,4.98,24.0,1
4,0.10153,12.83,0.437,6.279,74.5,4.0522,398.0,373.66,11.97,20.0,1
5,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
6,0.08873,5.64,0.439,5.963,45.7,6.8147,243.0,395.56,13.45,19.7,1
7,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
8,0.09512,12.83,0.437,6.286,45.0,4.5026,398.0,383.23,8.94,21.4,1
9,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
10,0.02055,0.74,0.41,6.383,35.7,9.1876,313.0,396.9,5.77,24.7,1
11,0.11504,2.89,0.445,6.163,69.6,3.4952,276.0,391.83,11.34,21.4,1
12,0.03551,4.86,0.426,6.167,46.7,5.4007,281.0,390.64,7.51,22.9,1
13,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
14,0.62976,8.14,0.538,5.949,61.8,4.7075,307.0,396.9,8.26,20.4,1
15,0.63796,8.14,0.538,6.096,84.5,4.4619,307.0,380.02,10.26,18.2,1
16,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
17,1.15172,8.14,0.538,5.701,95.0,3.7872,307.0,358.77,18.35,13.1,1
18,0.01432,1.32,0.411,6.816,40.5,8.3248,256.0,392.9,3.95,31.6,1
19,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
20,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
21,1.38799,8.14,0.538,5.95,82.0,3.99,307.0,232.6,27.71,13.2,1
22,0.05646,12.83,0.437,6.232,53.7,5.0141,398.0,386.4,12.34,21.2,1
23,0.08826,10.81,0.413,6.417,6.6,5.2873,305.0,383.73,6.72,24.2,1
24,0.0136,4.0,0.41,5.888,47.6,7.3197,469.0,396.9,14.8,18.9,1
25,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
26,0.7258,8.14,0.538,5.727,69.5,3.7965,307.0,390.95,11.28,18.2,1
27,0.04294,15.04,0.464,6.249,77.3,3.615,270.0,396.9,10.59,20.6,1
28,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
29,0.19539,10.81,0.413,6.245,6.2,5.2873,305.0,377.17,7.54,23.4,1
30,0.04981,5.64,0.439,5.998,21.4,6.8147,243.0,396.9,8.43,23.4,1
31,0.0686,2.89,0.445,7.416,62.5,3.4952,276.0,396.9,6.19,33.2,1
32,0.85204,8.14,0.538,5.965,89.2,4.0123,307.0,392.53,13.83,19.6,1
33,0.15445,5.13,0.453,6.145,29.2,7.8148,284.0,390.68,6.86,23.3,1
34,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
35,0.05302,3.41,0.489,7.079,63.1,3.4145,270.0,396.06,5.7,28.7,1
36,0.05188,4.49,0.449,6.015,45.1,4.4272,247.0,395.99,12.86,22.5,1
37,0.0566,3.41,0.489,7.007,86.3,3.4217,270.0,396.9,5.5,23.6,1
38,0.62739,8.14,0.538,5.834,56.5,4.4986,307.0,395.62,8.47,19.9,1
39,0.0536,5.64,0.439,6.511,21.1,6.8147,243.0,396.9,5.28,25.0,1
40,0.02875,15.04,0.464,6.211,28.9,3.6659,270.0,396.33,6.21,25.0,1
41,0.03659,4.86,0.426,6.302,32.2,5.4007,281.0,396.9,6.72,24.8,1
42,0.04684,3.41,0.489,6.417,66.1,3.0923,270.0,392.18,8.81,22.6,1
43,0.77299,8.14,0.538,6.495,94.4,4.4547,307.0,387.94,12.8,18.4,1
44,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
45,0.08387,12.83,0.437,5.874,36.6,4.5026,398.0,396.06,9.1,20.3,1
46,0.02763,2.95,0.428,6.595,21.8,5.4011,252.0,395.63,4.32,30.8,1
47,1.61282,8.14,0.538,6.096,96.9,3.7598,307.0,248.31,20.34,13.5,1
48,0.04379,3.37,0.398,5.787,31.1,6.6115,337.0,396.9,10.24,19.4,1
49,1.05393,8.14,0.538,5.935,29.3,4.4986,307.0,386.85,6.58,23.1,1
50,0.09378,7.87,0.524,5.889,39.0,5.4509,311.0,390.5,15.71,21.7,1
