,CRIM,INDUS,NOX,RM,AGE,DIS,TAX,B,LSTAT,target,real_identifier
41,0.2,6.5,0.4,6.3,50.2,5.9,266.0,396.9,10.5,22.3,0
42,0.1,9.5,0.5,6.0,48.5,5.5,323.0,396.9,14.3,20.1,0
43,0.3,5.3,0.5,6.2,73.2,4.6,288.0,395.4,13.6,18.7,0
44,0.2,8.2,0.5,5.8,55.9,4.9,303.0,396.9,14.9,19.3,0
45,0.1,7.8,0.5,6.1,46.5,6.3,299.0,396.9,12.1,21.9,0
46,0.3,6.1,0.5,6.4,61.9,5.1,292.0,395.8,11.7,20.7,0
47,0.2,5.8,0.4,6.5,52.9,6.5,271.0,396.9,9.8,23.5,0
48,0.1,9.8,0.5,6.0,50.1,5.7,329.0,396.9,15.1,19.7,0
49,0.3,7.4,0.5,5.9,59.1,4.7,296.0,395.5,13.3,19.2,0
50,0.2,6.8,0.4,6.2,54.5,5.8,268.0,396.9,11.1,21.7,0
51,0.1,8.9,0.5,6.1,49.2,6.0,314.0,396.9,14.5,20.5,0
0,0.12816,6.07,0.409,5.885,33.0,6.498,345.0,396.9,8.79,20.9,1
1,0.17004,7.87,0.524,6.004,85.9,6.5921,311.0,386.71,17.1,18.9,1
2,0.7842,8.14,0.538,5.99,81.7,4.2579,307.0,386.75,14.67,17.5,1
3,0.12744,6.91,0.448,6.77,2.9,5.7209,233.0,385.41,4.84,26.6,1
4,0.06417,5.96,0.499,5.933,68.2,3.3603,279.0,396.9,9.68,18.9,1
5,0.80271,8.14,0.538,5.456,36.6,3.7965,307.0,288.99,11.69,20.2,1
6,0.04981,5.64,0.439,5.998,21.4,6.8147,243.0,396.9,8.43,23.4,1
7,0.67191,8.14,0.538,5.813,90.3,4.682,307.0,376.88,14.81,16.6,1
8,0.04337,5.64,0.439,6.115,63.0,6.8147,243.0,393.97,9.43,20.5,1
9,0.08014,5.96,0.499,5.85,41.5,3.9342,279.0,396.9,8.77,21.0,1
10,0.7258,8.14,0.538,5.727,69.5,3.7965,307.0,390.95,11.28,18.2,1
11,0.05735,4.49,0.449,6.63,56.1,4.4377,247.0,392.3,6.53,26.6,1
12,0.07896,12.83,0.437,6.273,6.0,4.2515,398.0,394.92,6.78,24.1,1
13,0.19539,10.81,0.413,6.245,6.2,5.2873,305.0,377.17,7.54,23.4,1
14,1.35472,8.14,0.538,6.072,100.0,4.175,307.0,376.73,13.04,14.5,1
15,0.08187,2.89,0.445,7.82,36.9,3.4952,276.0,393.53,3.57,43.8,1
16,0.11027,5.13,0.453,6.456,67.8,7.2255,284.0,396.9,6.73,22.2,1
17,0.25387,6.91,0.448,5.399,95.3,5.87,233.0,396.9,30.81,14.4,1
18,0.03359,2.95,0.428,7.024,15.8,5.4011,252.0,395.62,1.98,34.9,1
19,0.08387,12.83,0.437,5.874,36.6,4.5026,398.0,396.06,9.1,20.3,1
20,0.15876,10.81,0.413,5.961,17.5,5.2873,305.0,376.94,9.88,21.7,1
21,0.04379,3.37,0.398,5.787,31.1,6.6115,337.0,396.9,10.24,19.4,1
22,0.10153,12.83,0.437,6.279,74.5,4.0522,398.0,373.66,11.97,20.0,1
23,0.02729,7.07,0.469,7.185,61.1,4.9671,242.0,392.83,4.03,34.7,1
24,0.04113,4.86,0.426,6.727,33.5,5.4007,281.0,396.9,5.29,28.0,1
25,0.09164,10.81,0.413,6.065,7.8,5.2873,305.0,390.91,5.52,22.8,1
26,1.13081,8.14,0.538,5.713,94.1,4.233,307.0,360.17,22.6,12.7,1
27,0.17171,5.13,0.453,5.966,93.4,6.8185,284.0,378.08,14.44,16.0,1
28,0.1415,6.91,0.448,6.169,6.6,5.7209,233.0,383.37,5.81,25.3,1
29,0.17505,5.96,0.499,5.966,30.2,3.8473,279.0,393.43,10.13,24.7,1
30,0.01432,1.32,0.411,6.816,40.5,8.3248,256.0,392.9,3.95,31.6,1
31,0.04203,15.04,0.464,6.442,53.6,3.6659,270.0,395.01,8.16,22.9,1
32,0.21977,6.91,0.448,5.602,62.0,6.0877,233.0,396.9,16.2,19.4,1
33,0.08707,12.83,0.437,6.14,45.8,4.0905,398.0,386.96,10.27,20.8,1
34,0.12083,2.89,0.445,8.069,76.0,3.4952,276.0,396.9,4.21,38.7,1
35,0.62739,8.14,0.538,5.834,56.5,4.4986,307.0,395.62,8.47,19.9,1
36,0.04294,15.04,0.464,6.249,77.3,3.615,270.0,396.9,10.59,20.6,1
37,0.0136,4.0,0.41,5.888,47.6,7.3197,469.0,396.9,14.8,18.9,1
38,0.05646,12.83,0.437,6.232,53.7,5.0141,398.0,386.4,12.34,21.2,1
39,0.05302,3.41,0.489,7.079,63.1,3.4145,270.0,396.06,5.7,28.7,1
40,0.09744,5.96,0.499,5.841,61.4,3.3779,279.0,377.56,11.41,20.0,1
41,1.00245,8.14,0.538,6.674,87.3,4.239,307.0,380.23,11.98,21.0,1
42,0.01311,1.22,0.403,7.249,21.9,8.6966,226.0,395.93,4.81,35.4,1
43,0.10328,5.13,0.453,5.927,47.2,6.932,284.0,396.9,9.22,19.6,1
44,0.12204,2.89,0.445,6.625,57.8,3.4952,276.0,357.98,6.65,28.4,1
45,0.11504,2.89,0.445,6.163,69.6,3.4952,276.0,391.83,11.34,21.4,1
46,0.17142,6.91,0.448,5.682,33.8,5.1004,233.0,396.9,10.21,19.3,1
47,0.98843,8.14,0.538,5.813,100.0,4.0952,307.0,394.54,19.88,14.5,1
48,0.0536,5.64,0.439,6.511,21.1,6.8147,243.0,396.9,5.28,25.0,1
49,0.14455,7.87,0.524,6.172,96.1,5.9505,311.0,396.9,19.15,27.1,1
50,0.02763,2.95,0.428,6.595,21.8,5.4011,252.0,395.63,4.32,30.8,1
