,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
56,1.0,2.0,10.0,140.0,-7.0,-5.0,1026.0,17.43,1.0,0.0,1
57,1.0,2.0,1.0,148.0,-15.0,-4.0,1020.0,2.68,0.0,0.0,1
58,1.0,3.0,21.0,72.0,-11.0,-10.0,1023.0,7.15,27.0,0.0,1
59,1.0,6.0,2.0,50.0,-26.0,-14.0,1034.0,8.04,0.0,0.0,1
60,1.0,2.0,4.0,138.0,-7.0,-5.0,1022.0,6.25,2.0,0.0,1
61,1.0,5.0,8.0,27.0,-26.0,-16.0,1035.0,18.78,0.0,0.0,1
62,1.0,2.0,12.0,148.0,-8.0,-5.0,1026.0,23.69,0.0,0.0,1
63,1.0,4.0,22.0,29.0,-24.0,-13.0,1035.0,195.32,0.0,0.0,1
64,1.0,5.0,2.0,27.0,-26.0,-19.0,1035.0,208.73,0.0,0.0,1
65,1.0,3.0,17.0,70.0,-11.0,-9.0,1020.0,127.84,23.0,0.0,1
66,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
67,1.0,5.0,19.0,60.0,-22.0,-13.0,1033.0,10.29,0.0,0.0,1
68,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
69,1.0,2.0,5.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,1
70,1.0,2.0,23.0,126.0,-8.0,-6.0,1027.0,55.43,3.0,0.0,1
71,1.0,5.0,22.0,66.0,-22.0,-13.0,1034.0,20.57,0.0,0.0,1
72,1.0,3.0,4.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,1
73,1.0,3.0,18.0,61.0,-11.0,-9.0,1021.0,0.89,24.0,0.0,1
74,1.0,4.0,10.0,27.0,-22.0,-12.0,1030.0,100.56,0.0,0.0,1
75,1.0,5.0,10.0,36.0,-25.0,-14.0,1035.0,29.51,0.0,0.0,1
76,1.0,3.0,10.0,78.0,-11.0,-9.0,1023.0,97.88,15.0,0.0,1
77,1.0,4.0,4.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,1
78,1.0,6.0,0.0,56.0,-25.0,-17.0,1033.0,26.83,0.0,0.0,1
79,1.0,2.0,0.0,129.0,-16.0,-4.0,1020.0,1.79,0.0,0.0,1
80,1.0,2.0,15.0,154.0,-9.0,-5.0,1025.0,35.75,0.0,0.0,1
81,1.0,4.0,11.0,25.0,-23.0,-12.0,1031.0,108.61,0.0,0.0,1
82,1.0,4.0,13.0,32.0,-20.0,-10.0,1030.0,127.38,0.0,0.0,1
83,1.0,2.0,8.0,120.0,-8.0,-6.0,1024.0,12.51,0.0,0.0,1
84,1.0,2.0,14.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,1
85,1.0,2.0,18.0,170.0,-8.0,-5.0,1027.0,42.46,0.0,0.0,1
86,1.0,4.0,23.0,31.0,-26.0,-15.0,1035.0,198.45,0.0,0.0,1
87,1.0,2.0,9.0,132.0,-7.0,-5.0,1025.0,14.3,0.0,0.0,1
88,1.0,5.0,14.0,41.0,-22.0,-11.0,1032.0,0.89,0.0,0.0,1
89,1.0,3.0,23.0,73.0,-12.0,-11.0,1023.0,14.3,0.0,0.0,1
90,1.0,5.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,1
91,1.0,3.0,7.0,86.0,-10.0,-9.0,1024.0,84.92,11.0,0.0,1
92,1.0,4.0,0.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,1
93,1.0,5.0,6.0,27.0,-26.0,-16.0,1035.0,8.05,0.0,0.0,1
94,1.0,2.0,16.0,159.0,-9.0,-5.0,1026.0,37.54,0.0,0.0,1
95,1.0,2.0,13.0,164.0,-8.0,-5.0,1025.0,27.71,0.0,0.0,1
96,1.0,2.0,21.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,1
97,1.0,4.0,14.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,1
98,1.0,4.0,18.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,1
99,1.0,4.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,1
