,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
13,1.0,5.0,21.0,106.0,-24.0,-18.0,1033.0,16.55,0.0,0.0,1
14,1.0,3.0,14.0,96.0,-11.0,-9.0,1020.0,116.66,20.0,0.0,1
15,1.0,3.0,11.0,98.0,-11.0,-9.0,1022.0,102.8,16.0,0.0,1
16,1.0,5.0,5.0,28.0,-27.0,-16.0,1034.0,4.92,0.0,0.0,1
17,1.0,5.0,7.0,27.0,-27.0,-16.0,1034.0,13.86,0.0,0.0,1
18,1.0,5.0,23.0,50.0,-22.0,-16.0,1033.0,23.7,0.0,0.0,1
19,1.0,4.0,6.0,20.0,-21.0,-12.0,1027.0,64.81,0.0,0.0,1
20,1.0,3.0,21.0,72.0,-11.0,-10.0,1023.0,7.15,27.0,0.0,1
21,1.0,4.0,0.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,1
22,1.0,2.0,13.0,164.0,-8.0,-5.0,1025.0,27.71,0.0,0.0,1
23,1.0,2.0,18.0,170.0,-8.0,-5.0,1027.0,42.46,0.0,0.0,1
24,1.0,4.0,21.0,33.0,-24.0,-13.0,1034.0,187.27,0.0,0.0,1
25,1.0,4.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,1
26,1.0,2.0,5.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,1
27,1.0,5.0,4.0,28.0,-27.0,-19.0,1035.0,218.57,0.0,0.0,1
28,1.0,3.0,5.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,1
29,1.0,2.0,10.0,140.0,-7.0,-5.0,1026.0,17.43,1.0,0.0,1
30,1.0,3.0,17.0,70.0,-11.0,-9.0,1020.0,127.84,23.0,0.0,1
31,1.0,2.0,22.0,156.0,-8.0,-6.0,1028.0,52.3,2.0,0.0,1
32,1.0,4.0,17.0,30.0,-20.0,-11.0,1032.0,159.56,0.0,0.0,1
33,1.0,5.0,8.0,27.0,-26.0,-16.0,1035.0,18.78,0.0,0.0,1
34,1.0,2.0,2.0,159.0,-11.0,-5.0,1021.0,3.57,0.0,0.0,1
35,1.0,3.0,19.0,53.0,-11.0,-9.0,1022.0,1.78,25.0,0.0,1
36,1.0,3.0,20.0,71.0,-10.0,-9.0,1022.0,4.02,26.0,0.0,1
37,1.0,4.0,20.0,31.0,-24.0,-12.0,1034.0,180.12,0.0,0.0,1
38,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
39,1.0,2.0,6.0,105.0,-7.0,-6.0,1023.0,8.93,4.0,0.0,1
40,1.0,3.0,18.0,61.0,-11.0,-9.0,1021.0,0.89,24.0,0.0,1
41,1.0,3.0,4.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,1
42,1.0,3.0,10.0,78.0,-11.0,-9.0,1023.0,97.88,15.0,0.0,1
43,1.0,2.0,4.0,138.0,-7.0,-5.0,1022.0,6.25,2.0,0.0,1
44,1.0,6.0,3.0,44.0,-26.0,-14.0,1033.0,13.85,0.0,0.0,1
45,1.0,6.0,0.0,56.0,-25.0,-17.0,1033.0,26.83,0.0,0.0,1
46,1.0,2.0,9.0,132.0,-7.0,-5.0,1025.0,14.3,0.0,0.0,1
47,1.0,2.0,0.0,129.0,-16.0,-4.0,1020.0,1.79,0.0,0.0,1
48,1.0,4.0,7.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,1
49,1.0,5.0,13.0,39.0,-24.0,-11.0,1032.0,41.14,0.0,0.0,1
50,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
