,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
47,3.0,20.0,8.0,35.0,-10.0,10.0,1015.0,80.2,0.0,100.0,0
48,12.0,20.0,14.0,43.0,-15.0,-3.0,1023.0,67.2,0.0,0.0,0
49,12.0,25.0,8.0,91.0,-10.0,0.0,1019.0,51.8,0.0,0.0,0
50,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
51,1.0,4.0,4.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,1
52,1.0,2.0,20.0,154.0,-7.0,-5.0,1028.0,46.04,0.0,0.0,1
53,1.0,5.0,10.0,36.0,-25.0,-14.0,1035.0,29.51,0.0,0.0,1
54,1.0,2.0,19.0,149.0,-8.0,-5.0,1028.0,44.25,0.0,0.0,1
55,1.0,4.0,11.0,25.0,-23.0,-12.0,1031.0,108.61,0.0,0.0,1
56,1.0,6.0,1.0,77.0,-25.0,-14.0,1033.0,4.02,0.0,0.0,1
57,1.0,5.0,6.0,27.0,-26.0,-16.0,1035.0,8.05,0.0,0.0,1
58,1.0,2.0,15.0,154.0,-9.0,-5.0,1025.0,35.75,0.0,0.0,1
59,1.0,5.0,14.0,41.0,-22.0,-11.0,1032.0,0.89,0.0,0.0,1
60,1.0,2.0,21.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,1
61,1.0,2.0,16.0,159.0,-9.0,-5.0,1026.0,37.54,0.0,0.0,1
62,1.0,5.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,1
63,1.0,3.0,3.0,55.0,-8.0,-7.0,1025.0,68.84,7.0,0.0,1
64,1.0,2.0,1.0,148.0,-15.0,-4.0,1020.0,2.68,0.0,0.0,1
65,1.0,2.0,14.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,1
66,1.0,4.0,18.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,1
67,1.0,5.0,17.0,56.0,-23.0,-11.0,1031.0,5.37,0.0,0.0,1
68,1.0,5.0,9.0,29.0,-26.0,-15.0,1035.0,24.59,0.0,0.0,1
69,1.0,5.0,11.0,30.0,-25.0,-13.0,1035.0,34.43,0.0,0.0,1
70,1.0,3.0,1.0,63.0,-8.0,-6.0,1026.0,61.69,5.0,0.0,1
71,1.0,5.0,20.0,84.0,-22.0,-12.0,1033.0,13.42,0.0,0.0,1
72,1.0,4.0,3.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,1
73,1.0,5.0,3.0,25.0,-27.0,-18.0,1035.0,213.65,0.0,0.0,1
74,1.0,3.0,2.0,65.0,-8.0,-7.0,1026.0,65.71,6.0,0.0,1
75,1.0,3.0,6.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,1
76,1.0,5.0,22.0,66.0,-22.0,-13.0,1034.0,20.57,0.0,0.0,1
77,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
78,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
79,1.0,2.0,3.0,181.0,-7.0,-5.0,1022.0,5.36,1.0,0.0,1
80,1.0,3.0,13.0,90.0,-11.0,-9.0,1020.0,111.74,19.0,0.0,1
81,1.0,3.0,16.0,86.0,-11.0,-9.0,1020.0,124.71,22.0,0.0,1
82,1.0,2.0,11.0,152.0,-8.0,-5.0,1026.0,20.56,0.0,0.0,1
83,1.0,5.0,2.0,27.0,-26.0,-19.0,1035.0,208.73,0.0,0.0,1
84,1.0,2.0,8.0,120.0,-8.0,-6.0,1024.0,12.51,0.0,0.0,1
85,1.0,4.0,19.0,26.0,-21.0,-12.0,1033.0,171.18,0.0,0.0,1
86,1.0,3.0,12.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,1
87,1.0,4.0,2.0,25.0,-17.0,-10.0,1024.0,29.95,0.0,0.0,1
88,1.0,4.0,8.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,1
89,1.0,4.0,15.0,29.0,-21.0,-9.0,1030.0,145.26,0.0,0.0,1
90,1.0,5.0,0.0,30.0,-26.0,-17.0,1035.0,201.58,0.0,0.0,1
91,1.0,4.0,14.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,1
92,1.0,5.0,12.0,27.0,-25.0,-12.0,1034.0,39.35,0.0,0.0,1
93,1.0,5.0,19.0,60.0,-22.0,-13.0,1033.0,10.29,0.0,0.0,1
94,1.0,4.0,9.0,27.0,-22.0,-13.0,1029.0,90.73,0.0,0.0,1
95,1.0,2.0,23.0,126.0,-8.0,-6.0,1027.0,55.43,3.0,0.0,1
96,1.0,4.0,22.0,29.0,-24.0,-13.0,1035.0,195.32,0.0,0.0,1
97,1.0,5.0,18.0,59.0,-23.0,-11.0,1032.0,7.16,0.0,0.0,1
98,1.0,4.0,10.0,27.0,-22.0,-12.0,1030.0,100.56,0.0,0.0,1
99,1.0,2.0,17.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,1
