,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
78,1.0,6.0,3.0,44.0,-26.0,-14.0,1033.0,13.85,0.0,0.0,1
79,1.0,4.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,1
80,1.0,5.0,4.0,28.0,-27.0,-19.0,1035.0,218.57,0.0,0.0,1
81,1.0,4.0,12.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,1
82,1.0,3.0,0.0,90.0,-7.0,-6.0,1027.0,58.56,4.0,0.0,1
83,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
84,1.0,4.0,4.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,1
85,1.0,5.0,3.0,25.0,-27.0,-18.0,1035.0,213.65,0.0,0.0,1
86,1.0,2.0,22.0,156.0,-8.0,-6.0,1028.0,52.3,2.0,0.0,1
87,1.0,2.0,6.0,105.0,-7.0,-6.0,1023.0,8.93,4.0,0.0,1
88,1.0,5.0,19.0,60.0,-22.0,-13.0,1033.0,10.29,0.0,0.0,1
89,1.0,5.0,11.0,30.0,-25.0,-13.0,1035.0,34.43,0.0,0.0,1
90,1.0,3.0,17.0,70.0,-11.0,-9.0,1020.0,127.84,23.0,0.0,1
91,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
92,1.0,5.0,20.0,84.0,-22.0,-12.0,1033.0,13.42,0.0,0.0,1
93,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
94,1.0,5.0,0.0,30.0,-26.0,-17.0,1035.0,201.58,0.0,0.0,1
95,1.0,4.0,8.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,1
96,1.0,5.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,1
97,1.0,4.0,0.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,1
98,1.0,5.0,10.0,36.0,-25.0,-14.0,1035.0,29.51,0.0,0.0,1
99,1.0,5.0,8.0,27.0,-26.0,-16.0,1035.0,18.78,0.0,0.0,1
