,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
30,1.0,5.0,13.0,39.0,-24.0,-11.0,1032.0,41.14,0.0,0.0,1
31,1.0,5.0,7.0,27.0,-27.0,-16.0,1034.0,13.86,0.0,0.0,1
32,1.0,4.0,7.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,1
33,1.0,5.0,14.0,41.0,-22.0,-11.0,1032.0,0.89,0.0,0.0,1
34,1.0,3.0,12.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,1
35,1.0,4.0,5.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,1
36,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
37,1.0,5.0,6.0,27.0,-26.0,-16.0,1035.0,8.05,0.0,0.0,1
38,1.0,2.0,5.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,1
39,1.0,4.0,2.0,25.0,-17.0,-10.0,1024.0,29.95,0.0,0.0,1
40,1.0,4.0,6.0,20.0,-21.0,-12.0,1027.0,64.81,0.0,0.0,1
41,1.0,3.0,15.0,95.0,-11.0,-9.0,1020.0,121.58,21.0,0.0,1
42,1.0,5.0,9.0,29.0,-26.0,-15.0,1035.0,24.59,0.0,0.0,1
43,1.0,5.0,18.0,59.0,-23.0,-11.0,1032.0,7.16,0.0,0.0,1
44,1.0,2.0,7.0,124.0,-7.0,-5.0,1024.0,10.72,0.0,0.0,1
45,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
46,1.0,4.0,14.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,1
47,1.0,5.0,17.0,56.0,-23.0,-11.0,1031.0,5.37,0.0,0.0,1
48,1.0,2.0,3.0,181.0,-7.0,-5.0,1022.0,5.36,1.0,0.0,1
49,1.0,5.0,2.0,27.0,-26.0,-19.0,1035.0,208.73,0.0,0.0,1
50,1.0,2.0,17.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,1
