,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
36,2.0,10.0,12.0,42.0,-15.0,-6.0,1015.0,150.2,1.0,50.0,0
37,2.0,15.0,20.0,50.0,-10.0,-2.0,1005.0,120.5,2.0,75.0,0
38,2.0,15.0,10.0,25.0,-10.0,2.0,1015.0,15.6,1.0,50.0,0
39,2.0,15.0,22.0,40.0,-5.0,5.0,1005.0,30.8,2.0,20.0,0
40,2.0,10.0,12.0,120.0,-5.0,2.0,1014.0,60.2,7.0,50.0,0
41,12.0,25.0,18.0,80.0,-15.0,-2.0,1030.0,40.5,3.0,20.0,0
42,2.0,15.0,10.0,45.0,2.0,8.0,1015.0,25.6,1.0,50.0,0
43,12.0,28.0,20.0,120.0,-2.0,2.0,1030.0,18.5,0.0,20.0,0
44,2.0,10.0,7.0,35.0,-15.0,-8.0,1028.0,60.2,8.0,0.0,0
45,2.0,14.0,17.0,120.0,-6.0,-5.0,1018.0,120.5,20.0,0.0,0
46,12.0,15.0,10.0,120.0,-15.0,-2.0,1028.0,18.2,0.0,0.0,0
47,3.0,20.0,18.0,80.0,-10.0,5.0,1019.0,12.1,0.0,0.0,0
48,2.0,15.0,12.0,120.0,-3.0,2.0,1018.0,8.5,0.5,50.0,0
49,12.0,28.0,20.0,90.0,-10.0,-8.0,1025.0,12.2,1.5,20.0,0
50,1.0,3.0,4.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,1
51,1.0,4.0,12.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,1
52,1.0,2.0,10.0,140.0,-7.0,-5.0,1026.0,17.43,1.0,0.0,1
53,1.0,4.0,14.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,1
54,1.0,4.0,9.0,27.0,-22.0,-13.0,1029.0,90.73,0.0,0.0,1
55,1.0,5.0,3.0,25.0,-27.0,-18.0,1035.0,213.65,0.0,0.0,1
56,1.0,4.0,21.0,33.0,-24.0,-13.0,1034.0,187.27,0.0,0.0,1
57,1.0,2.0,21.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,1
58,1.0,2.0,2.0,159.0,-11.0,-5.0,1021.0,3.57,0.0,0.0,1
59,1.0,3.0,5.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,1
60,1.0,5.0,17.0,56.0,-23.0,-11.0,1031.0,5.37,0.0,0.0,1
61,1.0,4.0,18.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,1
62,1.0,2.0,5.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,1
63,1.0,5.0,23.0,50.0,-22.0,-16.0,1033.0,23.7,0.0,0.0,1
64,1.0,3.0,21.0,72.0,-11.0,-10.0,1023.0,7.15,27.0,0.0,1
65,1.0,3.0,6.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,1
66,1.0,5.0,15.0,33.0,-23.0,-11.0,1031.0,1.79,0.0,0.0,1
67,1.0,2.0,20.0,154.0,-7.0,-5.0,1028.0,46.04,0.0,0.0,1
68,1.0,5.0,4.0,28.0,-27.0,-19.0,1035.0,218.57,0.0,0.0,1
69,1.0,3.0,13.0,90.0,-11.0,-9.0,1020.0,111.74,19.0,0.0,1
70,1.0,4.0,7.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,1
71,1.0,3.0,12.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,1
72,1.0,3.0,23.0,73.0,-12.0,-11.0,1023.0,14.3,0.0,0.0,1
73,1.0,2.0,16.0,159.0,-9.0,-5.0,1026.0,37.54,0.0,0.0,1
74,1.0,2.0,0.0,129.0,-16.0,-4.0,1020.0,1.79,0.0,0.0,1
75,1.0,5.0,21.0,106.0,-24.0,-18.0,1033.0,16.55,0.0,0.0,1
76,1.0,3.0,20.0,71.0,-10.0,-9.0,1022.0,4.02,26.0,0.0,1
77,1.0,2.0,14.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,1
78,1.0,2.0,4.0,138.0,-7.0,-5.0,1022.0,6.25,2.0,0.0,1
79,1.0,5.0,8.0,27.0,-26.0,-16.0,1035.0,18.78,0.0,0.0,1
80,1.0,4.0,5.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,1
81,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
82,1.0,3.0,2.0,65.0,-8.0,-7.0,1026.0,65.71,6.0,0.0,1
83,1.0,5.0,9.0,29.0,-26.0,-15.0,1035.0,24.59,0.0,0.0,1
84,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
85,1.0,2.0,23.0,126.0,-8.0,-6.0,1027.0,55.43,3.0,0.0,1
86,1.0,5.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,1
87,1.0,4.0,3.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,1
88,1.0,4.0,20.0,31.0,-24.0,-12.0,1034.0,180.12,0.0,0.0,1
89,1.0,4.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,1
90,1.0,3.0,7.0,86.0,-10.0,-9.0,1024.0,84.92,11.0,0.0,1
91,1.0,6.0,2.0,50.0,-26.0,-14.0,1034.0,8.04,0.0,0.0,1
92,1.0,2.0,17.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,1
93,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
94,1.0,4.0,4.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,1
95,1.0,3.0,11.0,98.0,-11.0,-9.0,1022.0,102.8,16.0,0.0,1
96,1.0,2.0,13.0,164.0,-8.0,-5.0,1025.0,27.71,0.0,0.0,1
97,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
98,1.0,2.0,3.0,181.0,-7.0,-5.0,1022.0,5.36,1.0,0.0,1
99,1.0,4.0,0.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,1
