,pm2.5,DEWP,TEMP,PRES,Iws,real_identifier
25,26.0,-22.0,-13.0,1028.0,80.9,1
26,25.0,-17.0,-10.0,1024.0,29.95,1
27,33.0,-23.0,-11.0,1031.0,1.79,1
28,132.0,-7.0,-5.0,1025.0,14.3,1
29,158.0,-9.0,-5.0,1025.0,31.73,1
30,28.0,-27.0,-19.0,1035.0,218.57,1
31,25.0,-23.0,-12.0,1031.0,108.61,1
32,58.0,-16.0,-9.0,1023.0,21.9,1
33,70.0,-11.0,-9.0,1020.0,127.84,1
34,30.0,-25.0,-13.0,1035.0,34.43,1
35,56.0,-23.0,-11.0,1031.0,5.37,1
36,124.0,-7.0,-5.0,1024.0,10.72,1
37,59.0,-23.0,-11.0,1032.0,7.16,1
38,63.0,-8.0,-6.0,1026.0,61.69,1
39,31.0,-24.0,-12.0,1034.0,180.12,1
40,27.0,-26.0,-16.0,1035.0,18.78,1
41,27.0,-25.0,-12.0,1034.0,39.35,1
42,181.0,-7.0,-5.0,1022.0,5.36,1
43,95.0,-11.0,-9.0,1020.0,121.58,1
44,26.0,-18.0,-11.0,1024.0,39.78,1
45,86.0,-11.0,-9.0,1020.0,124.71,1
46,29.0,-21.0,-9.0,1030.0,145.26,1
47,120.0,-8.0,-6.0,1024.0,12.51,1
48,129.0,-16.0,-4.0,1020.0,1.79,1
49,29.0,-21.0,-13.0,1027.0,73.75,1
50,55.0,-8.0,-7.0,1025.0,68.84,1
