,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
4,1.0,3.0,9.0,86.0,-11.0,-9.0,1023.0,93.86,13.0,0.0,1
5,1.0,4.0,10.0,27.0,-22.0,-12.0,1030.0,100.56,0.0,0.0,1
6,1.0,3.0,22.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,1
7,1.0,4.0,17.0,30.0,-20.0,-11.0,1032.0,159.56,0.0,0.0,1
8,1.0,3.0,15.0,95.0,-11.0,-9.0,1020.0,121.58,21.0,0.0,1
9,1.0,2.0,12.0,148.0,-8.0,-5.0,1026.0,23.69,0.0,0.0,1
10,1.0,2.0,2.0,159.0,-11.0,-5.0,1021.0,3.57,0.0,0.0,1
11,1.0,2.0,9.0,132.0,-7.0,-5.0,1025.0,14.3,0.0,0.0,1
12,1.0,5.0,20.0,84.0,-22.0,-12.0,1033.0,13.42,0.0,0.0,1
13,1.0,3.0,7.0,86.0,-10.0,-9.0,1024.0,84.92,11.0,0.0,1
14,1.0,3.0,11.0,98.0,-11.0,-9.0,1022.0,102.8,16.0,0.0,1
15,1.0,2.0,22.0,156.0,-8.0,-6.0,1028.0,52.3,2.0,0.0,1
16,1.0,5.0,10.0,36.0,-25.0,-14.0,1035.0,29.51,0.0,0.0,1
17,1.0,2.0,18.0,170.0,-8.0,-5.0,1027.0,42.46,0.0,0.0,1
18,1.0,2.0,1.0,148.0,-15.0,-4.0,1020.0,2.68,0.0,0.0,1
19,1.0,4.0,14.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,1
20,1.0,2.0,19.0,149.0,-8.0,-5.0,1028.0,44.25,0.0,0.0,1
21,1.0,5.0,2.0,27.0,-26.0,-19.0,1035.0,208.73,0.0,0.0,1
22,1.0,3.0,4.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,1
23,1.0,2.0,15.0,154.0,-9.0,-5.0,1025.0,35.75,0.0,0.0,1
24,1.0,3.0,14.0,96.0,-11.0,-9.0,1020.0,116.66,20.0,0.0,1
25,1.0,3.0,18.0,61.0,-11.0,-9.0,1021.0,0.89,24.0,0.0,1
26,1.0,4.0,0.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,1
27,1.0,5.0,5.0,28.0,-27.0,-16.0,1034.0,4.92,0.0,0.0,1
28,1.0,5.0,11.0,30.0,-25.0,-13.0,1035.0,34.43,0.0,0.0,1
29,1.0,6.0,2.0,50.0,-26.0,-14.0,1034.0,8.04,0.0,0.0,1
30,1.0,5.0,13.0,39.0,-24.0,-11.0,1032.0,41.14,0.0,0.0,1
31,1.0,2.0,3.0,181.0,-7.0,-5.0,1022.0,5.36,1.0,0.0,1
32,1.0,3.0,23.0,73.0,-12.0,-11.0,1023.0,14.3,0.0,0.0,1
33,1.0,3.0,6.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,1
34,1.0,2.0,16.0,159.0,-9.0,-5.0,1026.0,37.54,0.0,0.0,1
35,1.0,4.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,1
36,1.0,2.0,14.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,1
37,1.0,3.0,0.0,90.0,-7.0,-6.0,1027.0,58.56,4.0,0.0,1
38,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
39,1.0,2.0,4.0,138.0,-7.0,-5.0,1022.0,6.25,2.0,0.0,1
40,1.0,4.0,20.0,31.0,-24.0,-12.0,1034.0,180.12,0.0,0.0,1
41,1.0,4.0,4.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,1
42,1.0,2.0,8.0,120.0,-8.0,-6.0,1024.0,12.51,0.0,0.0,1
43,1.0,5.0,8.0,27.0,-26.0,-16.0,1035.0,18.78,0.0,0.0,1
44,1.0,4.0,12.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,1
45,1.0,2.0,17.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,1
46,1.0,5.0,22.0,66.0,-22.0,-13.0,1034.0,20.57,0.0,0.0,1
47,1.0,4.0,19.0,26.0,-21.0,-12.0,1033.0,171.18,0.0,0.0,1
48,1.0,3.0,20.0,71.0,-10.0,-9.0,1022.0,4.02,26.0,0.0,1
49,1.0,5.0,23.0,50.0,-22.0,-16.0,1033.0,23.7,0.0,0.0,1
50,1.0,2.0,11.0,152.0,-8.0,-5.0,1026.0,20.56,0.0,0.0,1
