,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
23,3.0,20.0,10.0,92.0,5.0,12.0,1008.0,6.1,10.0,80.0,0
24,1.0,5.0,10.0,31.0,-19.0,-8.0,1026.0,40.0,0.0,0.0,0
25,1.0,5.0,15.0,27.0,-15.0,-6.0,1025.0,55.0,0.0,0.0,0
26,2.0,10.0,12.0,32.0,-18.0,-6.0,1032.0,120.5,0.0,0.0,0
27,2.0,10.0,18.0,35.0,-15.0,-3.0,1033.0,160.2,0.0,0.0,0
28,1.0,10.0,12.0,35.0,-22.0,-10.0,1032.0,10.5,0.0,0.0,0
29,1.0,8.0,9.0,41.0,-24.0,-12.0,1034.0,12.2,0.0,0.0,0
30,2.0,10.0,14.0,45.0,-5.0,2.0,1015.0,80.2,10.0,50.0,0
31,12.0,25.0,22.0,35.0,-8.0,-2.0,1030.0,70.5,5.0,20.0,0
32,2.0,10.0,15.0,45.0,-18.0,-6.0,1030.0,30.8,5.0,10.0,0
33,3.0,20.0,6.0,80.0,-5.0,2.0,1015.0,90.1,23.0,5.0,0
34,3.0,15.0,9.0,45.0,-12.0,2.0,1025.0,90.5,1.0,20.0,0
35,10.0,28.0,18.0,120.0,5.0,15.0,1015.0,60.2,2.0,40.0,0
36,12.0,22.0,10.0,50.0,-15.0,-2.0,1045.0,150.2,2.0,20.0,0
37,6.0,15.0,18.0,80.0,10.0,22.0,1015.0,50.5,3.0,50.0,0
38,2.0,15.0,10.0,54.0,-5.0,2.0,1015.0,50.1,18.0,20.0,0
39,2.0,15.0,19.0,67.0,-5.0,1.0,1018.0,30.5,25.0,10.0,0
40,1.0,10.0,9.0,40.0,-18.0,-8.0,1028.0,12.1,1.0,50.0,0
41,1.0,10.0,18.0,28.0,-20.0,-10.0,1032.0,25.5,0.0,20.0,0
42,1.0,2.0,1.0,41.0,-15.0,-9.0,1023.0,51.2,3.0,0.0,0
43,1.0,5.0,4.0,69.0,-12.0,-10.0,1024.0,65.1,6.0,0.0,0
44,12.0,28.0,18.0,45.0,-15.0,-8.0,1030.0,210.5,0.0,0.0,0
45,3.0,15.0,14.0,120.0,2.0,10.0,1018.0,25.1,1.0,50.0,0
46,3.0,10.0,14.0,45.0,2.0,12.0,1015.0,25.8,2.0,50.0,0
47,10.0,25.0,20.0,80.0,10.0,18.0,1005.0,40.2,1.0,20.0,0
48,2.0,10.0,10.0,28.0,-15.0,-5.0,1025.0,4.2,1.0,50.0,0
49,2.0,10.0,22.0,40.0,-20.0,-10.0,1030.0,2.5,0.5,20.0,0
50,1.0,2.0,11.0,152.0,-8.0,-5.0,1026.0,20.56,0.0,0.0,1
51,1.0,3.0,17.0,70.0,-11.0,-9.0,1020.0,127.84,23.0,0.0,1
52,1.0,2.0,0.0,129.0,-16.0,-4.0,1020.0,1.79,0.0,0.0,1
53,1.0,5.0,4.0,28.0,-27.0,-19.0,1035.0,218.57,0.0,0.0,1
54,1.0,3.0,13.0,90.0,-11.0,-9.0,1020.0,111.74,19.0,0.0,1
55,1.0,5.0,0.0,30.0,-26.0,-17.0,1035.0,201.58,0.0,0.0,1
56,1.0,5.0,14.0,41.0,-22.0,-11.0,1032.0,0.89,0.0,0.0,1
57,1.0,4.0,11.0,25.0,-23.0,-12.0,1031.0,108.61,0.0,0.0,1
58,1.0,4.0,22.0,29.0,-24.0,-13.0,1035.0,195.32,0.0,0.0,1
59,1.0,2.0,21.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,1
60,1.0,5.0,17.0,56.0,-23.0,-11.0,1031.0,5.37,0.0,0.0,1
61,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
62,1.0,3.0,3.0,55.0,-8.0,-7.0,1025.0,68.84,7.0,0.0,1
63,1.0,4.0,18.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,1
64,1.0,6.0,0.0,56.0,-25.0,-17.0,1033.0,26.83,0.0,0.0,1
65,1.0,3.0,2.0,65.0,-8.0,-7.0,1026.0,65.71,6.0,0.0,1
66,1.0,3.0,1.0,63.0,-8.0,-6.0,1026.0,61.69,5.0,0.0,1
67,1.0,6.0,1.0,77.0,-25.0,-14.0,1033.0,4.02,0.0,0.0,1
68,1.0,5.0,7.0,27.0,-27.0,-16.0,1034.0,13.86,0.0,0.0,1
69,1.0,4.0,5.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,1
70,1.0,4.0,23.0,31.0,-26.0,-15.0,1035.0,198.45,0.0,0.0,1
71,1.0,5.0,18.0,59.0,-23.0,-11.0,1032.0,7.16,0.0,0.0,1
72,1.0,3.0,19.0,53.0,-11.0,-9.0,1022.0,1.78,25.0,0.0,1
73,1.0,5.0,21.0,106.0,-24.0,-18.0,1033.0,16.55,0.0,0.0,1
74,1.0,4.0,2.0,25.0,-17.0,-10.0,1024.0,29.95,0.0,0.0,1
75,1.0,4.0,7.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,1
76,1.0,4.0,9.0,27.0,-22.0,-13.0,1029.0,90.73,0.0,0.0,1
77,1.0,4.0,15.0,29.0,-21.0,-9.0,1030.0,145.26,0.0,0.0,1
78,1.0,6.0,3.0,44.0,-26.0,-14.0,1033.0,13.85,0.0,0.0,1
79,1.0,5.0,6.0,27.0,-26.0,-16.0,1035.0,8.05,0.0,0.0,1
80,1.0,4.0,6.0,20.0,-21.0,-12.0,1027.0,64.81,0.0,0.0,1
81,1.0,3.0,10.0,78.0,-11.0,-9.0,1023.0,97.88,15.0,0.0,1
82,1.0,5.0,9.0,29.0,-26.0,-15.0,1035.0,24.59,0.0,0.0,1
83,1.0,3.0,12.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,1
84,1.0,4.0,13.0,32.0,-20.0,-10.0,1030.0,127.38,0.0,0.0,1
85,1.0,2.0,20.0,154.0,-7.0,-5.0,1028.0,46.04,0.0,0.0,1
86,1.0,5.0,3.0,25.0,-27.0,-18.0,1035.0,213.65,0.0,0.0,1
87,1.0,2.0,6.0,105.0,-7.0,-6.0,1023.0,8.93,4.0,0.0,1
88,1.0,3.0,21.0,72.0,-11.0,-10.0,1023.0,7.15,27.0,0.0,1
89,1.0,3.0,16.0,86.0,-11.0,-9.0,1020.0,124.71,22.0,0.0,1
90,1.0,5.0,12.0,27.0,-25.0,-12.0,1034.0,39.35,0.0,0.0,1
91,1.0,5.0,15.0,33.0,-23.0,-11.0,1031.0,1.79,0.0,0.0,1
92,1.0,4.0,3.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,1
93,1.0,3.0,5.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,1
94,1.0,4.0,21.0,33.0,-24.0,-13.0,1034.0,187.27,0.0,0.0,1
95,1.0,2.0,10.0,140.0,-7.0,-5.0,1026.0,17.43,1.0,0.0,1
96,1.0,4.0,8.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,1
97,1.0,2.0,5.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,1
98,1.0,5.0,16.0,50.0,-24.0,-11.0,1031.0,3.58,0.0,0.0,1
99,1.0,5.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,1
