,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,real_identifier
28,1.0,7.0,8.0,124.0,-9.0,-6.0,1027.0,78.2,10.0,0.0,0
29,1.0,10.0,14.0,42.0,-19.0,-8.0,1029.0,118.8,17.0,0.0,0
30,1.0,9.0,5.0,51.0,-15.0,-7.0,1025.0,85.3,11.0,0.0,0
31,1.0,11.0,22.0,35.0,-20.0,-10.0,1031.0,200.9,0.0,0.0,0
32,1.0,8.0,16.0,60.0,-12.0,-6.0,1027.0,140.8,23.0,0.0,0
33,1.0,10.0,4.0,48.0,-18.0,-9.0,1028.0,93.5,15.0,0.0,0
34,1.0,9.0,20.0,55.0,-16.0,-8.0,1030.0,161.9,0.0,0.0,0
35,1.0,11.0,10.0,40.0,-22.0,-11.0,1032.0,218.1,0.0,0.0,0
36,1.0,8.0,12.0,65.0,-10.0,-5.0,1026.0,129.8,20.0,0.0,0
37,1.0,10.0,18.0,45.0,-19.0,-9.0,1030.0,186.3,0.0,0.0,0
38,1.0,9.0,8.0,52.0,-15.0,-7.0,1025.0,76.2,12.0,0.0,0
39,1.0,11.0,6.0,38.0,-21.0,-10.0,1031.0,209.5,0.0,0.0,0
40,1.0,8.0,14.0,62.0,-11.0,-6.0,1027.0,151.6,24.0,0.0,0
41,1.0,10.0,2.0,46.0,-18.0,-9.0,1028.0,101.9,16.0,0.0,0
42,1.0,9.0,16.0,54.0,-16.0,-8.0,1030.0,174.8,0.0,0.0,0
43,1.0,11.0,4.0,41.0,-22.0,-11.0,1032.0,231.4,0.0,0.0,0
44,1.0,8.0,10.0,66.0,-10.0,-5.0,1026.0,142.5,21.0,0.0,0
45,1.0,10.0,20.0,47.0,-19.0,-9.0,1030.0,199.2,0.0,0.0,0
46,1.0,9.0,12.0,53.0,-15.0,-7.0,1025.0,81.5,13.0,0.0,0
47,1.0,11.0,0.0,39.0,-21.0,-10.0,1031.0,223.8,0.0,0.0,0
48,1.0,8.0,6.0,63.0,-11.0,-6.0,1027.0,163.2,25.0,0.0,0
49,1.0,10.0,10.0,48.0,-18.0,-9.0,1028.0,112.3,17.0,0.0,0
50,1.0,9.0,18.0,55.0,-16.0,-8.0,1030.0,187.6,0.0,0.0,0
51,1.0,11.0,8.0,42.0,-22.0,-11.0,1032.0,242.1,0.0,0.0,0
52,1.0,8.0,2.0,67.0,-10.0,-5.0,1026.0,153.9,22.0,0.0,0
53,1.0,10.0,14.0,49.0,-19.0,-9.0,1030.0,208.5,0.0,0.0,0
54,1.0,9.0,10.0,54.0,-15.0,-7.0,1025.0,86.8,14.0,0.0,0
55,1.0,11.0,2.0,40.0,-21.0,-10.0,1031.0,235.6,0.0,0.0,0
0,1.0,2.0,7.0,124.0,-7.0,-5.0,1024.0,10.72,0.0,0.0,1
1,1.0,4.0,19.0,26.0,-21.0,-12.0,1033.0,171.18,0.0,0.0,1
2,1.0,4.0,12.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,1
3,1.0,5.0,0.0,30.0,-26.0,-17.0,1035.0,201.58,0.0,0.0,1
4,1.0,3.0,9.0,86.0,-11.0,-9.0,1023.0,93.86,13.0,0.0,1
5,1.0,5.0,20.0,84.0,-22.0,-12.0,1033.0,13.42,0.0,0.0,1
6,1.0,4.0,6.0,20.0,-21.0,-12.0,1027.0,64.81,0.0,0.0,1
7,1.0,5.0,21.0,106.0,-24.0,-18.0,1033.0,16.55,0.0,0.0,1
8,1.0,2.0,17.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,1
9,1.0,5.0,9.0,29.0,-26.0,-15.0,1035.0,24.59,0.0,0.0,1
10,1.0,5.0,4.0,28.0,-27.0,-19.0,1035.0,218.57,0.0,0.0,1
11,1.0,3.0,16.0,86.0,-11.0,-9.0,1020.0,124.71,22.0,0.0,1
12,1.0,3.0,2.0,65.0,-8.0,-7.0,1026.0,65.71,6.0,0.0,1
13,1.0,4.0,21.0,33.0,-24.0,-13.0,1034.0,187.27,0.0,0.0,1
14,1.0,5.0,15.0,33.0,-23.0,-11.0,1031.0,1.79,0.0,0.0,1
15,1.0,3.0,8.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,1
16,1.0,2.0,22.0,156.0,-8.0,-6.0,1028.0,52.3,2.0,0.0,1
17,1.0,3.0,6.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,1
18,1.0,3.0,14.0,96.0,-11.0,-9.0,1020.0,116.66,20.0,0.0,1
19,1.0,4.0,17.0,30.0,-20.0,-11.0,1032.0,159.56,0.0,0.0,1
20,1.0,3.0,12.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,1
21,1.0,5.0,12.0,27.0,-25.0,-12.0,1034.0,39.35,0.0,0.0,1
22,1.0,4.0,5.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,1
23,1.0,2.0,20.0,154.0,-7.0,-5.0,1028.0,46.04,0.0,0.0,1
24,1.0,6.0,3.0,44.0,-26.0,-14.0,1033.0,13.85,0.0,0.0,1
25,1.0,4.0,3.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,1
26,1.0,5.0,11.0,30.0,-25.0,-13.0,1035.0,34.43,0.0,0.0,1
27,1.0,3.0,13.0,90.0,-11.0,-9.0,1020.0,111.74,19.0,0.0,1
28,1.0,2.0,2.0,159.0,-11.0,-5.0,1021.0,3.57,0.0,0.0,1
29,1.0,2.0,3.0,181.0,-7.0,-5.0,1022.0,5.36,1.0,0.0,1
30,1.0,5.0,7.0,27.0,-27.0,-16.0,1034.0,13.86,0.0,0.0,1
31,1.0,2.0,6.0,105.0,-7.0,-6.0,1023.0,8.93,4.0,0.0,1
32,1.0,5.0,17.0,56.0,-23.0,-11.0,1031.0,5.37,0.0,0.0,1
33,1.0,3.0,15.0,95.0,-11.0,-9.0,1020.0,121.58,21.0,0.0,1
34,1.0,4.0,2.0,25.0,-17.0,-10.0,1024.0,29.95,0.0,0.0,1
35,1.0,4.0,20.0,31.0,-24.0,-12.0,1034.0,180.12,0.0,0.0,1
36,1.0,5.0,18.0,59.0,-23.0,-11.0,1032.0,7.16,0.0,0.0,1
37,1.0,5.0,3.0,25.0,-27.0,-18.0,1035.0,213.65,0.0,0.0,1
38,1.0,4.0,8.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,1
39,1.0,3.0,1.0,63.0,-8.0,-6.0,1026.0,61.69,5.0,0.0,1
40,1.0,3.0,5.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,1
41,1.0,2.0,19.0,149.0,-8.0,-5.0,1028.0,44.25,0.0,0.0,1
42,1.0,2.0,11.0,152.0,-8.0,-5.0,1026.0,20.56,0.0,0.0,1
43,1.0,3.0,19.0,53.0,-11.0,-9.0,1022.0,1.78,25.0,0.0,1
44,1.0,4.0,7.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,1
45,1.0,3.0,0.0,90.0,-7.0,-6.0,1027.0,58.56,4.0,0.0,1
46,1.0,6.0,1.0,77.0,-25.0,-14.0,1033.0,4.02,0.0,0.0,1
47,1.0,5.0,13.0,39.0,-24.0,-11.0,1032.0,41.14,0.0,0.0,1
48,1.0,5.0,23.0,50.0,-22.0,-16.0,1033.0,23.7,0.0,0.0,1
49,1.0,4.0,15.0,29.0,-21.0,-9.0,1030.0,145.26,0.0,0.0,1
50,1.0,4.0,16.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,1
